"\Microsoft\Windows\EDP\StorageCardEncryption Task","N/A","Ready"
"\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/A","Ready"
"\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/A","Ready"
"\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/A","Ready"
"\Microsoft\Windows\Feedback\Siuf\DmClient","N/A","Ready"
"\Microsoft\Windows\Feedback\Siuf\DmClientOnScenarioDownload","N/A","Ready"
"\Microsoft\Windows\File Classification Infrastructure\Property Definition Sync","N/A","Disabled"
"\Microsoft\Windows\FileHistory\File History (maintenance mode)","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\UsageDataReporting","N/A","Ready"
"\Microsoft\Windows\Flighting\OneSettings\RefreshCache","6/21/2026 12:53:34 AM","Ready"
"\Microsoft\Windows\Flighting\OneSettings\RefreshCache","6/21/2026 1:06:29 AM","Ready"
"\Microsoft\Windows\Flighting\OneSettings\RefreshCache","6/21/2026 12:28:28 AM","Ready"
"\Microsoft\Windows\Input\LocalUserSyncDataAvailable","N/A","Ready"
"\Microsoft\Windows\Input\MouseSyncDataAvailable","N/A","Ready"
"\Microsoft\Windows\Input\PenSyncDataAvailable","N/A","Ready"
"\Microsoft\Windows\Input\TouchpadSyncDataAvailable","N/A","Ready"
"\Microsoft\Windows\InstallService\ScanForUpdates","6/21/2026 5:58:32 PM","Ready"
"\Microsoft\Windows\InstallService\ScanForUpdates","6/21/2026 5:46:39 PM","Ready"
"\Microsoft\Windows\InstallService\ScanForUpdates","6/22/2026 6:11:56 AM","Ready"
"\Microsoft\Windows\InstallService\ScanForUpdatesAsUser","N/A","Ready"
"\Microsoft\Windows\InstallService\WakeUpAndContinueUpdates","N/A","Disabled"
"\Microsoft\Windows\InstallService\WakeUpAndScanForUpdates","N/A","Disabled"
"\Microsoft\Windows\International\Synchronize Language Settings","N/A","Ready"
"\Microsoft\Windows\International\Synchronize Language Settings","N/A","Ready"
"\Microsoft\Windows\LanguageComponentsInstaller\Installation","N/A","Ready"
"\Microsoft\Windows\LanguageComponentsInstaller\Installation","N/A","Ready"
"\Microsoft\Windows\LanguageComponentsInstaller\ReconcileLanguageResources","N/A","Ready"
"\Microsoft\Windows\Location\Notifications","N/A","Ready"
"\Microsoft\Windows\Location\WindowsActionDialog","N/A","Ready"
"\Microsoft\Windows\Maintenance\WinSAT","N/A","Ready"
"\Microsoft\Windows\Management\Autopilot\DetectHardwareChange","N/A","Disabled"
"\Microsoft\Windows\Management\Autopilot\DetectHardwareChange","N/A","Disabled"
"\Microsoft\Windows\Management\Autopilot\RemediateHardwareChange","N/A","Disabled"
"\Microsoft\Windows\Management\Provisioning\Cellular","N/A","Ready"
"\Microsoft\Windows\Management\Provisioning\Logon","N/A","Ready"
"\Microsoft\Windows\Management\Provisioning\Retry","N/A","Disabled"
"\Microsoft\Windows\Management\Provisioning\RunOnReboot","N/A","Disabled"
"\Microsoft\Windows\Maps\MapsToastTask","N/A","Ready"
"\Microsoft\Windows\Maps\MapsUpdateTask","N/A","Disabled"
"\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","Ready"
"\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","Ready"
"\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","Ready"
"\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","Ready"
"\Microsoft\Windows\MemoryDiagnostic\RunFullMemoryDiagnostic","N/A","Disabled"
"\Microsoft\Windows\Mobile Broadband Accounts\MNO Metadata Parser","N/A","Ready"
"\Microsoft\Windows\MUI\LPRemove","N/A","Ready"
"\Microsoft\Windows\Multimedia\SystemSoundsService","N/A","Running"
"\Microsoft\Windows\NetTrace\GatherNetworkInfo","N/A","Ready"
"\Microsoft\Windows\NlaSvc\WiFiTask","N/A","Ready"
"\Microsoft\Windows\Offline Files\Background Synchronization","N/A","Disabled"
"\Microsoft\Windows\Offline Files\Logon Synchronization","N/A","Disabled"
"\Microsoft\Windows\Plug and Play\Device Install Group Policy","N/A","Ready"
"\Microsoft\Windows\Plug and Play\Device Install Reboot Required","N/A","Ready"
"\Microsoft\Windows\Plug and Play\Device Install Reboot Required","N/A","Ready"
"\Microsoft\Windows\Plug and Play\Sysprep Generalize Drivers","N/A","Ready"
"\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem","N/A","Ready"
"\Microsoft\Windows\Printing\EduPrintProv","N/A","Ready"
"\Microsoft\Windows\Printing\PrinterCleanupTask","6/28/2026 12:00:00 PM","Ready"
"\Microsoft\Windows\RecoveryEnvironment\VerifyWinRE","N/A","Disabled"
"\Microsoft\Windows\Registry\RegIdleBackup","N/A","Ready"
"\Microsoft\Windows\Servicing\StartComponentCleanup","N/A","Ready"
"\Microsoft\Windows\SettingSync\BackgroundUploadTask","N/A","Ready"
"\Microsoft\Windows\SettingSync\NetworkStateChangeTask","N/A","Running"
"\Microsoft\Windows\SettingSync\NetworkStateChangeTask","N/A","Running"
"\Microsoft\Windows\SharedPC\Account Cleanup","N/A","Disabled"
"\Microsoft\Windows\Shell\CreateObjectTask","N/A","Ready"
"\Microsoft\Windows\Shell\FamilySafetyMonitor","N/A","Ready"
"\Microsoft\Windows\Shell\FamilySafetyRefreshTask","N/A","Ready"
"\Microsoft\Windows\Shell\IndexerAutomaticMaintenance","N/A","Ready"
"\Microsoft\Windows\Shell\ThemesSyncedImageDownload","N/A","Ready"
"\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTaskLogon","N/A","Disabled"
"\Microsoft\Windows\SpacePort\SpaceAgentTask","N/A","Ready"
"\Microsoft\Windows\SpacePort\SpaceAgentTask","N/A","Ready"
"\Microsoft\Windows\SpacePort\SpaceManagerTask","N/A","Ready"
"\Microsoft\Windows\SpacePort\SpaceManagerTask","N/A","Ready"
"\Microsoft\Windows\StateRepository\MaintenanceTasks","N/A","Ready"
"\Microsoft\Windows\Storage Tiers Management\Storage Tiers Management Initialization","N/A","Ready"
"\Microsoft\Windows\Storage Tiers Management\Storage Tiers Optimization","N/A","Disabled"
"\Microsoft\Windows\Subscription\EnableLicenseAcquisition","N/A","Ready"
"\Microsoft\Windows\Subscription\EnableLicenseAcquisition","N/A","Ready"
"\Microsoft\Windows\Subscription\EnableLicenseAcquisition","N/A","Ready"
"\Microsoft\Windows\Subscription\LicenseAcquisition","N/A","Disabled"
"\Microsoft\Windows\Subscription\LicenseAcquisition","N/A","Disabled"
"\Microsoft\Windows\Subscription\LicenseAcquisition","N/A","Disabled"
"\Microsoft\Windows\Sysmain\HybridDriveCachePrepopulate","N/A","Disabled"
"\Microsoft\Windows\Sysmain\HybridDriveCacheRebalance","N/A","Disabled"
"\Microsoft\Windows\Sysmain\ResPriStaticDbSync","N/A","Ready"
"\Microsoft\Windows\Sysmain\WsSwapAssessmentTask","N/A","Ready"
"\Microsoft\Windows\SystemRestore\SR","N/A","Ready"
"\Microsoft\Windows\Task Manager\Interactive","N/A","Ready"
"\Microsoft\Windows\TextServicesFramework\MsCtfMonitor","N/A","Ready"
"\Microsoft\Windows\Time Synchronization\ForceSynchronizeTime","N/A","Ready"
"\Microsoft\Windows\Time Synchronization\SynchronizeTime","N/A","Ready"
"\Microsoft\Windows\Time Zone\SynchronizeTimeZone","N/A","Ready"
"\Microsoft\Windows\UNP\RunUpdateNotificationMgr","N/A","Disabled"
"\Microsoft\Windows\UNP\RunUpdateNotificationMgr","N/A","Disabled"
"\Microsoft\Windows\UPnP\UPnPHostConfig","N/A","Ready"
"\Microsoft\Windows\USB\Usb-Notifications","N/A","Ready"
"\Microsoft\Windows\USB\Usb-Notifications","N/A","Ready"
"\Microsoft\Windows\USB\Usb-Notifications","N/A","Ready"
"\Microsoft\Windows\USB\Usb-Notifications","N/A","Ready"
"\Microsoft\Windows\WCM\WiFiTask","N/A","Ready"
"\Microsoft\Windows\WDI\ResolutionHost","N/A","Running"
"\Microsoft\Windows\Windows Defender\Windows Defender Cache Maintenance","N/A","Ready"
"\Microsoft\Windows\Windows Defender\Windows Defender Cleanup","N/A","Ready"
"\Microsoft\Windows\Windows Defender\Windows Defender Scheduled Scan","N/A","Ready"
"\Microsoft\Windows\Windows Defender\Windows Defender Verification","N/A","Ready"
"\Microsoft\Windows\Windows Error Reporting\QueueReporting","6/21/2026 3:23:17 AM","Ready"
"\Microsoft\Windows\Windows Error Reporting\QueueReporting","6/21/2026 3:59:12 AM","Ready"
"\Microsoft\Windows\Windows Error Reporting\QueueReporting","6/21/2026 3:34:07 AM","Ready"
"\Microsoft\Windows\Windows Error Reporting\QueueReporting","6/21/2026 3:24:04 AM","Ready"
"\Microsoft\Windows\Windows Error Reporting\QueueReporting","6/21/2026 3:26:58 AM","Ready"
"\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange","N/A","Ready"
"\Microsoft\Windows\Windows Media Sharing\UpdateLibrary","N/A","Ready"
"\Microsoft\Windows\WindowsColorSystem\Calibration Loader","N/A","Ready"
"\Microsoft\Windows\WindowsColorSystem\Calibration Loader","N/A","Ready"
"\Microsoft\Windows\WindowsUpdate\Scheduled Start","6/21/2026 10:17:08 PM","Ready"
"\Microsoft\Windows\WindowsUpdate\Scheduled Start","6/21/2026 10:16:58 PM","Ready"
"\Microsoft\Windows\WindowsUpdate\Scheduled Start","6/21/2026 10:17:13 PM","Ready"
"\Microsoft\Windows\WindowsUpdate\Scheduled Start","6/21/2026 10:17:06 PM","Ready"
"\Microsoft\Windows\Wininet\CacheTask","N/A","Running"
"\Microsoft\Windows\WlanSvc\CDSSync","N/A","Ready"
"\Microsoft\Windows\Work Folders\Work Folders Logon Synchronization","N/A","Ready"
"\Microsoft\Windows\Work Folders\Work Folders Maintenance Work","N/A","Ready"
"\Microsoft\Windows\Workplace Join\Automatic-Device-Join","N/A","Disabled"
"\Microsoft\Windows\Workplace Join\Automatic-Device-Join","N/A","Disabled"
"\Microsoft\Windows\Workplace Join\Device-Sync","N/A","Disabled"
"\Microsoft\Windows\Workplace Join\Recovery-Check","N/A","Disabled"
"\Microsoft\Windows\Workplace Join\Recovery-Check","N/A","Disabled"
"\Microsoft\Windows\WwanSvc\NotificationTask","N/A","Ready"
"\Microsoft\Windows\WwanSvc\OobeDiscovery","N/A","Ready"
"\Microsoft\Windows\WwanSvc\OobeDiscovery","N/A","Ready"
"\Microsoft\Windows\WwanSvc\OobeDiscovery","N/A","Ready"
"\Microsoft\XblGameSave\XblGameSaveTask","N/A","Ready"
"\Mozilla\Firefox Background Update S-1-5-21-1797568184-2019550600-547061642-1001 308046B0AF4A39CB","6/21/2026 12:57:30 AM","Ready"
"\Mozilla\Firefox Default Browser Agent 308046B0AF4A39CB","6/21/2026 10:56:21 AM","Ready"
"\WhaleStream\Bot","6/21/2026 12:04:00 AM","Ready"
"\WhaleStream\Tracker","6/20/2026 11:19:00 PM","Ready"
